"ASIN";"SKU";"Title";"Labels";"CostPeriodStartDate";"Cost";"DomesticShippingCost";"RestofworldShippingCost";"ShippingProfile";"Value_of_unsellable_returns";"VAT";"VAT_CATEGORY";"Hide";"Marketplace";"BatchQuantity"
"B0FLTSQDW7";"ONM_ELEPHANT_KIMTUYEN_1PCS";"Friendship Elephant Ornament, Meaningful Christmas Ornaments with Story Card, Elephant Ornament, for Women, Christmas Ornament 2025, Friendship Gifts for Women";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DKBJNRQM";"IK-GFE5-CKTK";"Wedding Gifts for Couples 2024, Mr and Mrs Gifts, Wedding Gifts for Bride, Bridal Shower Gifts, First Christmas Married Ornament 2024, Glass Ornament, Just Married Glass Ornament 2024.";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DK1F19D4";"JC-BB1O-65LG";"Funny Christmas Ornaments 2025, Dog Ornaments, Unique Hilarious Christmas Decorations, Funny Christmas Ornaments, White Elephant Gifts";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DK18MKRR";"JM-BR6C-0L3T";"First Christmas Married Ornament 2024 - Just Married Glass Ornament for Couple, Mr & Mrs Gifts, Wedding Shower";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DNCNNMPC";"JN-KWXT-RAZ9";"Christmas Ornament 2025, Religious Christmas Ornament, Nativity Xmas Tree Decorations, Friendship Elephant Ornament, White Elephant Gifts for Adults, Religious Gifts for Women";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DTG3GRZQ";"K0-BORW-NLGZ";"Musemory Daily Love Bracelet Scan NFC, Valentines day Gifts for Women, Scripture Bracelets Scan Phone For Prayer, Wearable Love Faith Wristbands, Devotional God Band For Men";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DJGSX2BB";"KN-RC2U-BH38";"New Baby Coming Soon 2025 Ornament, Pregnant Christmas Ornament 2024 for Husband Mom, Expecting Parents to Be Unique Gifts Baby Announcement Ideas, Expecting Parents, New Mom to Be";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FGN9LW5C";"MAP_SCRATCHMAPSTICKER";"Musemory Scratch Off Map of United States, USA State Scratch Sticker, Travel Map Gift Adventure Wall Poster for Adults, Travel Tracking Wall Art";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0F2DGZYLX";"MOM_TURTLE";"Mom Turtles with NFC, Positive Emotional Turtle, Gifts for Mom, Handmade Emotional Positive Crochet Turtle, Birthday Mothers Day";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DK4MBP88";"NY-C5V0-L3J4";"First Christmas Married Ornament 2024 Wedding Gifts for Couple, Mr and Mrs Gifts, Wedding Shower Gifts, Wedding Ornament, 2-Layer Wood Ornament";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DCFLXQLY";"OK-CJE7-2OTJ";"Engagement Gifts for Couples Our First Christmas Engaged, Christmas Tree Engaged Ornament Gift for Newlywed Couple 2024 - Engaged Ornament 2024 Acrylic";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FJY3MZQJ";"ONM_BIKINI_LEOPARD";"Funny Friendship Ornament Set, for Women, Funny Christmas Ornament with Story Card, Friendship Gift for Sisters, Coworkers, A Good Friend is Like a Good Bra & Knickers";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FJY4JNXJ";"ONM_BIKINI_RAINBOW";"Christmas Tree Decorations, Christmas Ornaments, Ornament Gifts for Women, Mom, Dad, 2025 Christmas Ornaments (Pack of 2 Funny)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FGJRHYVR";"ONM_BOOKDRAGON";"Book Dragon Decor, Christmas Tree Decorations, Christmas Ornaments, Ornament Gifts for Women, Book Lover Gift, Dragon Sun Catcher Ornament, Dragon Suncatcher for Window";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FM6WQHLN";"ONM_BOOKDRAGON_01";"Book Lover Ornament 2025, Book Dragon Ornament, Stained Glass Fantasy Christmas Ornament with Bookmark Card, Dragon Gifts for Readers, Book Lovers";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FM6JGFLX";"ONM_BOOKDRAGON_02";"Book Lover Ornament 2025 – Stained Glass Style Ornament for Readers, Just One More Chapter Bookmark Included, Gifts for Bookworms, Women, Teachers, and Friends (Dragon Bookshelf)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FM6SRJPL";"ONM_BOOKDRAGON_03";"Book Lover Ornament 2025 – Stained Glass Style Ornament for Readers, Just One More Chapter Bookmark Included, Gifts for Bookworms, Women, Teachers, and Friends (Red Dragon Bookshelf)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FMND6MY3";"ONM_MEMORIAL_REDCARDINAL";"Cardinal Red Gift, Red Cardinal Ornament, Christmas Ornaments with Story Card, 2025 Christmas Tree Decorations, Christmas Tree, Christmas Ornament, Memorial Gifts";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FDW36VMM";"ONM_FUNNY_ISAWTHAT";"Christmas Tree Decorations, Christmas Ornaments, Ornament Gifts for Women, Mom, Dad, 2025 Christmas Ornaments (I Saw)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FDWCK3D7";"ONM_FUNNY_SNOWMAN";"Christmas Tree Decorations, Christmas Ornaments, Ornament Gifts for Women, Mom, Dad, 2025 Christmas Ornaments (Snowman)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FGTJ8X1D";"ONM_NURSE_HEART_01";"Nurse Appreciation Christmas Ornament, Meaningful Christmas Ornaments with Story Card, 2025 Christmas Tree Decorations, for Women, Friendship Gifts for Women";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FGJRJFGZ";"ONM_ROYAL BLUE SCRUB";"Nurse Ornament, Christmas Ornament, New Nurse Gift, Meaningful Christmas Ornaments with Story Card, 2025 Christmas Tree Decorations, Friendship Gifts for Women";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0F9DT6QZG";"POSITIVE_TURTLE";"Positive Turtles with NFC, Positive Emotional Turtle, Gifts for Mom, Handmade Emotional Positive Crochet Turtle, Birthday Mothers Day, Coolest Men Gifts, Birthday Gifts, Gifts from Daughter";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DK2YHM21";"PP-3RBD-QSIL";"2025 Grandparents Gifts - First Time Grandparents Pregnancy Announcement Ornament for New Grandma and Grandpa to Be";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0F24L6SS3";"PST_DUCK";"Musemory Positive Crochet Duck Handmade Emotional Uplifting Support Decor, Birthday Gifts for Women, Gifts for Women Home Decor";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0FMNGN14T";"ONM_TURTLE_03";"Turtle Journey Ornament – Sea Turtle Encouragement Gift with Story Card, Inspirational Keepsake for Women Friends, Christmas Ornaments, Ornament Gifts for Women, Mom, Dad,";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FDQ5662Y";"POSITIVEJAR_POO";"set 60 Positive Poo Cards Jar, Affirmation Cards, Positive Decor, Emotional Support Poop, Gag for Women, Poop Gifts for Adults Funny";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FDZPQ5LB";"SCHOOLBOARD_03";"Musemory First and Last Day of School Chalkboard Sign for Kids, Reusable School Photo Prop with Chalk Surface, First Day of Kindergarten Preschool Board, Back to School Sign";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0F17K3PV8";"STK-ELM-01";"2pcs Elon Bumper Stickers, No Elon Sticker, Musk Tesla Bumper Sticker, Waterproof Window Bumper Stickers for Cars, Anti Elon Stickers,Tesla Bumper Sticker (No Elon Sticker)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0F17MHT27";"STK-ELM-02";"2pcs Elon Bumper Stickers, No Elon Sticker, Musk Tesla Bumper Sticker, Waterproof Window Bumper Stickers for Cars, Anti Elon Stickers,Tesla Bumper Sticker (Elon was Black & White)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0F1F8J7KK";"STK-ELM-03";"2pcs Elon Bumper Stickers, No Elon Sticker, Musk Tesla Bumper Sticker, Waterproof Window Bumper Stickers for Cars, Anti Elon Stickers,Tesla Bumper Sticker (No Elon Sticker_01)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0F1N1HJC5";"STK-ELM-04";"2pcs Elon Bumper Stickers, No Elon Sticker, Musk Tesla Bumper Sticker, Waterproof Window Bumper Stickers for Cars, Anti Elon Stickers,Tesla Bumper Sticker (Anti Elon Sticker)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0F1N1BYQD";"STK-ELM-05";"2pcs Elon Bumper Stickers, No Elon Sticker, Musk Tesla Bumper Sticker, Waterproof Window Bumper Stickers for Cars, Anti Elon Stickers,Tesla Bumper Sticker (Evict Elon Sticker)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0F27N6F71";"STK-ELM-06";"2pcs Elon Bumper Stickers, No Elon Sticker, Musk Tesla Bumper Sticker, Waterproof Window Bumper Stickers for Cars, Anti Elon Stickers,Tesla Bumper Sticker (Eco Friendly)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0F28KPM7V";"STK_ELONMN_01";"Funny Elon Musk Sticker Magnet, Vintage Pre-Madness Edition, Regret Magnet for Cars & Trucks, Elon Musk Fan Club Accessories";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0F28M3X6M";"STK_ELONMN_02";"Funny Elon Musk Sticker Magnet, Vintage Pre-Madness Edition, Regret Magnet for Cars & Trucks, Elon Musk Fan Club Accessories, Anti Elon Musk Club MagnetNo Elon Sticker";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0F2LZKQ6D";"STK_ELONMN_03";"Funny Elon Musk Sticker Magnet, Vintage Pre-Madness Edition, Regret Magnet for Cars & Trucks, Elon Musk Fan Club Accessories, Elon Musk Club MagnetNo Elon Sticker";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0F1Y5PNMH";"STK_PELON_01";"2pcs Elon Bumper Stickers, No Elon Sticker, Musk Tesla Bumper Sticker, Waterproof Window Bumper Stickers for Cars, Anti Elon Stickers,Tesla Bumper Sticker (Vintage Pre Madness)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0F1Y7L4WD";"STK_PELON_02";"2pcs Elon Bumper Stickers, No Elon Sticker, Musk Tesla Bumper Sticker, Waterproof Window Bumper Stickers for Cars, Anti Elon Stickers,Tesla Bumper Sticker (Here for Zero)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0F1Y7PDKZ";"STK_PELON_03";"2pcs Elon Bumper Stickers, No Elon Sticker, Musk Tesla Bumper Sticker, Waterproof Window Bumper Stickers for Cars, Anti Elon Stickers,Tesla Bumper Sticker (A Good Idea)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0D7C5Q8DY";"T5-4K0Q-OFN0";"Happy First Day Of School Cards, First Day At Kindergarten Gift, Good Luck Card with Cute Star Keyring, Back to School Card for Kids, Congratulations Card, Back to School Gifts for Girls Boys (star, 01)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DK9DQT7Q";"T8-7P2R-KF2B";"Christmas Ornaments 2025, White Elephant Gifts Car Interiors Decors, Acrylic Christmas Tree Suncatcher Effect, Stained Glass Style Hanging Ornaments, Acrylic Christmas Ornaments for Tree Hanging";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0F7RL9BV3";"bible jar_06";"Read Me When Bible Verse Jar, Bible Accessories, Prayer Jar, Graduation for Her, Christian Gift For Women, Teacher Gifts, Fathers Day Gift For Dad (Bible Jar With Cross)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0CYSZ52TR";"1st-Mother-Card-Heart";"Happy first mothers day card, Mothers Day Cards for Mom, Happy Mothers Day Card, Mothers Day Card for Daughter, Mother's Day Cards.";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0D3FBDKHQ";"A+M_yarnholder";"Yarn Holder, Yarn Spinner, Yarn Holder for Crocheting, Crochet Yarn Holder, Yarn Ball Holder, Yarn Spinner for Crocheting, Portable Wrist Yarn Holder,Portable Yarn Holder, (yarn holder, yarn holder)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0D1DZW7G4";"A.LeatherTag";"Set of 10 Custom Handmade Leather Engrave Tags, 3.2 * 0.8inch Leather Tags With Rivets, Handmade Tags For Knitting And Crochet, Suitable For Diy On All Kinds Of Jeans Bags Shoes (Custom Leather Tags)";"#FBM";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0D7D2H11D";"A.M.KA.beautiful";"Musemory Car Visor Picture Frame, Wooden Visor Clip Photo Frame, Car Visor Picture Holder, Car Mirror Decor Hanging, Rear View Mirror Accessories Decor, (Hello beautiful, 01)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0D3M1DXR1";"A.TH01_TH3daghep";"3 Year Anniversary Card, 3rd Wedding Anniversary Ideas, 3rd Anniversary Leather Gifts For Couple, Him, Her, Husband, Wife, Men, Women, Best Leather Gift For Traditional Wedding Anniversary By Year";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0CYZD7VXJ";"A.YarnHolder";"Yarn Holder, Yarn Spinner, Yarn Holder for Crocheting, Crochet Yarn Holder, Yarn Ball Holder, Yarn Spinner for Crocheting, Portable Wrist Yarn Holder, Portable Yarn Holder (Wooden Yarn Holder)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DTT7TSK4";"bookmark01";"Jesus Love You Bookmark, Jesus Bookmark,Themed Bookmark, Book Marks for Reading Men, Booktok Gifts, Book Accessories for Reading Lovers";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DTSYLDXP";"bookmark02";"Bookmark, Wooden Cat,Themed Bookmark, You Pawsed Here,Cat Paws Bookmark (is That Smut_02)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DTT988YH";"bookmark03";"Bookmark, Wooden Cat,Themed Bookmark, You Pawsed Here,Cat Paws Bookmark (Cat Yellow Bookmark)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DTT7T3WF";"bookmark04";"Bookmark, Wooden Cat,Themed Bookmark, You Pawsed Here,Cat Paws Bookmark (Cat Gray Bookmark)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FB97QNPX";"Q5-G9XU-PX5K";"Anti Elon Sticker, No Elon Sticker, Anti Elon Musk Magnet, Funny Anti Elon Vintage Pre Madness Edition Magnets (Fan Club)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DCFFN99K";"QF-C4Q0-FFSZ";"Engagement Gifts for Couples, Our First Christmas Married Ornament 2024, First Christmas Married Ornament, 1st Christmas As Mr and Mrs, Newlywed Gifts for Couples 2024, Bridal Shower Wedding Gifts";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DKP5B7P5";"R8-IE43-8G53";"Ornaments Highland Cow Gifts for Women, Farmhouse Christmas Cow Decor, Christmas Tree Ornament, Friendship Elephant Ornament, Highland Cow Gifts, Highland Cow Decor";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0F5GTP4CQ";"RB-24YB-4EBS";"Wooden Dad Photo Frame, Dad Birthday Gifts from Daughter, Reveal Picture Frame for Dad, Hidden Message Appears with Fire, Unique Father’s Day Gift, Emotional Surprise for Dad";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0FHGVJ9W2";"REWARDJAR_CUSTOM";"Magnetic Reward Jar, Personalized Tokens Reward Jar for Kids, DIY, Reward Jar, Classroom Management Tool, Reward Jars for Kids Magnetic, Back to School Gift for Kids";"#FBM";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DLGWMBLY";"UL-HWP3-RJVL";"Christmas Ornaments 2024, Christmas Tree Decor, Stained Glass Style for Tree Decor 2024, Christmas Tree Forest Ornaments Round, Friendship Elephant Ornament, White Elephant Gifts for Adults";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DKTJ1MZ3";"YY-WXLP-V4U9";"Wood Layered Book Tree Ornament - Book Lovers Gift Ideas for Women, Christmas Decor";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DNXK67X3";"ZJ-I9LF-Q9ZA";"Funny Ornaments, Rockin' Santa Plays Guitar, Naughty Ugly Christmas Ornaments Acrylic, Christmas Ornament 2025, Unique Christmas Ornaments, Inappropriate Gifts, White Elephant Gifts.";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0F7RH1W11";"bible jar _women";"Read Me When Bible Verse Jar, Bible Accessories, Prayer Jar, Graduation for Her, Christian Gift For Women, Teacher Gifts, Fathers Day Gift For Dad (Bible Jar for Women)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0CRQCZ5F6";"Customize Golf Ball Marker";"Monogrammed Custom Golf Ball Marker - Pack 2 Leather Personalized Golf Ball Markers Personalized Golf Accessories for Men Gift Personalized Golf Gifts for Men Golfers (Customize)";"#FBM";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DK3RF8MN";"E5-Z74J-20PV";"Baby's First Christmas Ornament 2024, Friendship Elephant Ornament, Glass Baby's First Christmas Tree Decorations, White Elephant Gifts for Adults, Family of 3 Christmas Ornaments 2024";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0CSK1XKG7";"Golf marker FBA";"Monogrammed Custom Golf Ball Marker - Pack 2 Leather Personalized Golf Ball Markers Personalized Golf Accessories For Men Gift Personalized Golf Gifts For Men Golf Gifts For Men Golfers (Tan_Blank)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0CSBZ4Y1K";"Golf marker FBM";"Monogrammed Custom Golf Ball Marker - Pack 2 Leather Personalized Golf Ball Markers Personalized Golf Accessories For Men Gift Personalized Golf Gifts For Men Golf Gifts For Men Golfers (Customize)";"#FBM";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DJFKX4DX";"H8-K0HI-SGSP";"Christmas Ornaments Snowman 2025, Christmas Tree Decor, White Elephant Gifts for Women, Christmas Tree Forest Ornaments Round, Christmas Ornaments 2025";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0D3B7DBHT";"M.Tagda";"Set of 10 Custom Handmade Leather Engrave Tags, 3.2 * 0.8inch Leather Tags With Rivets, Handmade Tags, Suitable For Diy On All Kinds Of Jeans Bags Shoes (Custom Leather Tags)";"#FBM";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0D4T68CL4";"M.Tagleather";"Handmade Crochet Ring, Crochet Ring for Finger, Mothers Day Gifts, Crochet Accessories, Crochet Gifts, Crochet Supplies, Yarn Tension Ring For Crochet, CrochetCrochet Ring (Set 10 of Engrave Tags)";"#FBM";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DDCLP5HJ";"S5-791T-6ZV0";"Halloween Pumpkin Mirror Peeker Sticker 2 Pcs Funny Halloween Car Decals, Spooky Gothic Pumpkin Shape (Pumpkin Mirror Peeker, 3.4x3in)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"NO";"";""
"B0DKP5RM88";"ZH-570Z-417O";"Jesus I Saw That Ornament, Funny Christmas Ornaments 2024, Funny for Adults Men Women, Funny Jesus Ornament, Unique Ornaments for Gift Exchange,Ornament";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DNDRZNBL";"98-RO9L-OTD9";"Christmas Ornament, President 2024 President Gift, White Elephant Gifts Idea";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DLFN7B33";"HA-0LND-2E8T";"Christmas Tree Ornaments, Cute Funny Christmas Ornament, New Upgrade Wood Christmas Tree Decorations, OH Christmas Tree! Snack Cake Ornament.";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DYSY48V7";"STICKER_TRUMP_01";"2PCS Bumper Sticker 2025, 5 x 6 Stickers, 2025 Bumper Sticker, Funny Decal Vinyl for Car, Truck, Window, Laptop, Great Gift for Any Patriot, Polyvinyl Chloride for Car";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DNZ5K468";"XH-9RZI-G9O2";"Friendship Elephant Ornament, Wooden Christmas Ornament with Story, Sisterhood Elephant Ornament for Women Tribe, Friendship Elephant Ornament, White Elephant Gifts for Adults";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DNN2W74Z";"2X-KAF1-NPWF";"Daddy's Home Ornament, President Christmas Decorations, President Ornaments for Christmas Tree";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DNZF5F23";"CB-PX2I-XCYK";"Stand with Trmp Car Sticker, Bulletproof Trup Sticker, Fight for America Sticker, President Trmp Sticker, Waterproof Sticker, Trup 2024 Bumper Sticker for Car, Motorcycle, House, Windows, Laptop";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DNXG1SXB";"K4-NDN8-LORL";"Trmp Christmas Ornament, Election Result Map President Acrylic Ornament, Fight for America, Presidential Acrylic Shaped Ornament and Decor for Supporters, Donald Trmp 2024";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DMFCVX5W";"BC-Q8JT-2OVN";"Trump Christmas Ornaments 2024, Trump Vance'24 Ornament, Trump Ornament, Santa Trump Christmas Ornament, Trump 2024 President Gift, Donald Trump Ornament, Secret Santa Gifts, Trump Gifts";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DNN28P15";"JZ-STXW-WSMK";"President Christmas Ornaments 2024, President I'll Be Home for Chistmas Ornament, President Ornaments for Christmas Tree, You Missed Ornament,";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0D5CH8MVY";"A.TH01_TH10TIM";"Musemory 10 Year Anniversary Gifts for Him, Leather Gifts for Her, Wife, Husband, Couple, Women, Men, 10th Anniversary, Happy Anniversary Card For Traditional Wedding Anniversary By Year";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DMF8GP12";"LB-OZFQ-VM0X";"President Christmas Ornaments 2024, Take America Back, Funny Gifts for Women Men Friends,Christmas Ornaments 2024, President Ornament, Secret Santa Gifts";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DNZH42FL";"81-LZ43-VKLG";"Bumper Stickers, 45 47 Car Decal, Waterproof Sticker, Bumper Sticker for Car, Truck, Motorcycle, House, Windows, Laptop";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DNXDY7PD";"TD-1KQV-6NQF";"Musemory Trump 2024 Election Ornament, 'I'll Be Home' Christmas Decor, Acrylic Material, Red, White, Blue, Patriotic, Christmas, Anniversary";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0D3FCYVTT";"A.TH01_TH13yren";"13th Anniversary Card Gifts, Lace Anniversary Card, Leather Happy Anniversary Card Gifts For Him, Her, Husband, Wife, Couple, Men, Women, Love Card For Her, Traditional Wedding Anniversary By Year";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0CQ4DT8CB";"M.TH01_Thieptim";"7th Wedding Anniverary Card to Husband, Copper Gifts, 7 Year Anniversary for Him, Iron Anniversary Card Gifts for Him, Parents Christmas Gifts for Son, Daughter, Bronze Love Card for Her, Him";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DNZJMS5C";"LU-ROAR-888B";"2024 Take America Back Vinyl Stickers Waterproof Decal, Stickers and Decals, 2024 Bumper Sticker for Car, Truck, Motorcycle, House, Windows, Laptop";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0D7CHV2XG";"A.M.KA.moon";"Musemory Car Visor Picture Frame, Wooden Visor Clip Photo Frame, Car Visor Picture Holder, Car Mirror Decor Hanging, Rear View Mirror Accessories Decor, (I love you to the moon and back, 01)";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DMF8WPHX";"7M-7NBI-YHXE";"Christmas Ornaments 2024, Ornament Christmas, Santa President Christmas Ornament, President 2024 President Gift, President Gifts";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0CQ4DT8CB";"A.TH01_Thieptim";"7th Wedding Anniverary Card to Husband, Copper Gifts, 7 Year Anniversary for Him, Iron Anniversary Card Gifts for Him, Parents Christmas Gifts for Son, Daughter, Bronze Love Card for Her, Him";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0CQ4G817S";"M.TH01_Thieplove";"7th Wedding Anniverary Card to Husband, Copper Gifts, 7 Year Anniversary for Him, Iron Anniversary Card Gifts for Him, Parents Christmas Gifts for Son, Daughter, Bronze Love Card for Her, Him";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DMF8W4HH";"UA-NPJI-K9RZ";"Stand with Trump Ornaments, Trump Ornament 2024, Donald Trump Gifts, Bulletproof Trump Ornament,";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0CQ4G817S";"A.TH01_Thieplove";"7th Wedding Anniverary Card to Husband, Copper Gifts, 7 Year Anniversary for Him, Iron Anniversary Card Gifts for Him, Parents Christmas Gifts for Son, Daughter, Bronze Love Card for Her, Him";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0DP8P4YYN";"YL-RPRR-99UV";"You Missed Bitches, Ornaments for Christmas Tree,2024 President Gift, Santa Christmas Ornament, White Elephant Gifts Idea";"#FBA";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
"B0F28JY7Z4";"";"Anti Elon Sticker, No Elon Sticker, Anti Elon Musk Magnet, Funny Anti Elon Vintage Pre Madness Edition Magnets";"";"";"";"";"";"";"";"";"A_GEN_STANDARD";"YES";"";""
